Age Range,Covid Vacc Date,BlackCum,BlackCount,Black total,MixedCum,MixedCount,Mixed total,OtherCum,OtherCount,Other total,SouthAsianCum,SouthAsianCount,South Asian total,UnknownCum,UnknownCount,Unknown total,WhiteCum,WhiteCount,White total
50-54,2020-12-01,0,0,37737,0,0,15393,0,0,28777,0,0,85708,0,0,183477,0,0,1213527
50-54,2020-12-04,0,0,37737,0,0,15393,0,0,28777,0,0,85708,0,0,183477,0,0,1213527
50-54,2020-12-08,0,0,37737,0,0,15393,7,7,28777,21,21,85708,28,28,183477,189,189,1213527
50-54,2020-12-09,14,14,37737,7,7,15393,14,7,28777,56,35,85708,63,35,183477,525,336,1213527
50-54,2020-12-10,14,0,37737,14,7,15393,21,7,28777,84,28,85708,84,21,183477,812,287,1213527
50-54,2020-12-11,28,14,37737,14,0,15393,35,14,28777,119,35,85708,126,42,183477,1141,329,1213527
50-54,2020-12-12,28,0,37737,21,7,15393,42,7,28777,154,35,85708,161,35,183477,1470,329,1213527
50-54,2020-12-13,35,7,37737,28,7,15393,49,7,28777,182,28,85708,189,28,183477,1708,238,1213527
50-54,2020-12-14,42,7,37737,28,0,15393,56,7,28777,231,49,85708,245,56,183477,1988,280,1213527
50-54,2020-12-15,63,21,37737,35,7,15393,70,14,28777,287,56,85708,294,49,183477,2513,525,1213527
50-54,2020-12-16,70,7,37737,49,14,15393,84,14,28777,357,70,85708,371,77,183477,3227,714,1213527
50-54,2020-12-17,91,21,37737,56,7,15393,105,21,28777,448,91,85708,462,91,183477,4053,826,1213527
50-54,2020-12-18,112,21,37737,70,14,15393,133,28,28777,560,112,85708,553,91,183477,4837,784,1213527
50-54,2020-12-19,133,21,37737,77,7,15393,154,21,28777,630,70,85708,616,63,183477,5474,637,1213527
50-54,2020-12-20,154,21,37737,91,14,15393,168,14,28777,735,105,85708,728,112,183477,6342,868,1213527
50-54,2020-12-21,168,14,37737,98,7,15393,196,28,28777,875,140,85708,882,154,183477,7539,1197,1213527
50-54,2020-12-22,189,21,37737,112,14,15393,224,28,28777,1015,140,85708,1001,119,183477,8596,1057,1213527
50-54,2020-12-23,210,21,37737,133,21,15393,273,49,28777,1190,175,85708,1162,161,183477,9821,1225,1213527
50-54,2020-12-24,224,14,37737,140,7,15393,294,21,28777,1295,105,85708,1239,77,183477,10423,602,1213527
50-54,2020-12-25,224,0,37737,140,0,15393,294,0,28777,1295,0,85708,1239,0,183477,10423,0,1213527
50-54,2020-12-26,224,0,37737,140,0,15393,294,0,28777,1302,7,85708,1239,0,183477,10437,14,1213527
50-54,2020-12-27,231,7,37737,147,7,15393,301,7,28777,1323,21,85708,1260,21,183477,10612,175,1213527
50-54,2020-12-28,238,7,37737,154,7,15393,315,14,28777,1358,35,85708,1295,35,183477,10941,329,1213527
50-54,2020-12-29,266,28,37737,168,14,15393,350,35,28777,1484,126,85708,1393,98,183477,11760,819,1213527
50-54,2020-12-30,294,28,37737,196,28,15393,406,56,28777,1701,217,85708,1589,196,183477,13839,2079,1213527
50-54,2020-12-31,336,42,37737,224,28,15393,462,56,28777,1904,203,85708,1813,224,183477,15862,2023,1213527
50-54,2021-01-01,350,14,37737,231,7,15393,490,28,28777,1953,49,85708,1869,56,183477,16415,553,1213527
50-54,2021-01-02,364,14,37737,231,0,15393,497,7,28777,2002,49,85708,1925,56,183477,17059,644,1213527
50-54,2021-01-03,371,7,37737,245,14,15393,504,7,28777,2044,42,85708,1981,56,183477,17577,518,1213527
50-54,2021-01-04,392,21,37737,252,7,15393,525,21,28777,2142,98,85708,2058,77,183477,18515,938,1213527
50-54,2021-01-05,441,49,37737,280,28,15393,588,63,28777,2345,203,85708,2247,189,183477,20363,1848,1213527
50-54,2021-01-06,518,77,37737,315,35,15393,637,49,28777,2548,203,85708,2513,266,183477,22799,2436,1213527
50-54,2021-01-07,588,70,37737,350,35,15393,721,84,28777,2856,308,85708,2919,406,183477,26397,3598,1213527
50-54,2021-01-08,672,84,37737,392,42,15393,826,105,28777,3185,329,85708,3353,434,183477,30352,3955,1213527
50-54,2021-01-09,728,56,37737,427,35,15393,896,70,28777,3472,287,85708,3731,378,183477,33852,3500,1213527
50-54,2021-01-10,777,49,37737,455,28,15393,938,42,28777,3619,147,85708,3955,224,183477,36043,2191,1213527
50-54,2021-01-11,847,70,37737,483,28,15393,1015,77,28777,3843,224,85708,4319,364,183477,39200,3157,1213527
50-54,2021-01-12,945,98,37737,518,35,15393,1092,77,28777,4095,252,85708,4774,455,183477,43239,4039,1213527
50-54,2021-01-13,1071,126,37737,581,63,15393,1190,98,28777,4354,259,85708,5257,483,183477,47656,4417,1213527
50-54,2021-01-14,1190,119,37737,637,56,15393,1288,98,28777,4662,308,85708,5747,490,183477,52486,4830,1213527
50-54,2021-01-15,1344,154,37737,693,56,15393,1358,70,28777,4970,308,85708,6300,553,183477,58079,5593,1213527
50-54,2021-01-16,1442,98,37737,742,49,15393,1435,77,28777,5278,308,85708,6790,490,183477,62790,4711,1213527
50-54,2021-01-17,1526,84,37737,784,42,15393,1477,42,28777,5467,189,85708,7133,343,183477,65989,3199,1213527
50-54,2021-01-18,1631,105,37737,833,49,15393,1526,49,28777,5677,210,85708,7539,406,183477,69734,3745,1213527
50-54,2021-01-19,1764,133,37737,889,56,15393,1610,84,28777,5873,196,85708,7973,434,183477,73927,4193,1213527
50-54,2021-01-20,1904,140,37737,938,49,15393,1687,77,28777,6146,273,85708,8393,420,183477,78421,4494,1213527
50-54,2021-01-21,2079,175,37737,1015,77,15393,1750,63,28777,6447,301,85708,8890,497,183477,83244,4823,1213527
50-54,2021-01-22,2268,189,37737,1092,77,15393,1834,84,28777,6762,315,85708,9499,609,183477,88823,5579,1213527
50-54,2021-01-23,2401,133,37737,1134,42,15393,1897,63,28777,6993,231,85708,9926,427,183477,93233,4410,1213527
50-54,2021-01-24,2478,77,37737,1162,28,15393,1932,35,28777,7140,147,85708,10178,252,183477,95956,2723,1213527
50-54,2021-01-25,2597,119,37737,1197,35,15393,1981,49,28777,7308,168,85708,10528,350,183477,99085,3129,1213527
50-54,2021-01-26,2737,140,37737,1246,49,15393,2030,49,28777,7504,196,85708,10913,385,183477,102641,3556,1213527
50-54,2021-01-27,2884,147,37737,1295,49,15393,2086,56,28777,7707,203,85708,11270,357,183477,106099,3458,1213527
50-54,2021-01-28,3024,140,37737,1351,56,15393,2142,56,28777,7910,203,85708,11641,371,183477,109620,3521,1213527
50-54,2021-01-29,3164,140,37737,1386,35,15393,2191,49,28777,8127,217,85708,12054,413,183477,113358,3738,1213527
50-54,2021-01-30,3255,91,37737,1428,42,15393,2240,49,28777,8309,182,85708,12376,322,183477,116515,3157,1213527
50-54,2021-01-31,3339,84,37737,1456,28,15393,2268,28,28777,8456,147,85708,12600,224,183477,118804,2289,1213527
50-54,2021-02-01,3402,63,37737,1477,21,15393,2310,42,28777,8596,140,85708,12817,217,183477,120932,2128,1213527
50-54,2021-02-02,3486,84,37737,1512,35,15393,2352,42,28777,8785,189,85708,13083,266,183477,123347,2415,1213527
50-54,2021-02-03,3591,105,37737,1540,28,15393,2394,42,28777,8995,210,85708,13307,224,183477,125895,2548,1213527
50-54,2021-02-04,3717,126,37737,1589,49,15393,2443,49,28777,9233,238,85708,13580,273,183477,128821,2926,1213527
50-54,2021-02-05,3829,112,37737,1624,35,15393,2499,56,28777,9436,203,85708,13874,294,183477,131572,2751,1213527
50-54,2021-02-06,3913,84,37737,1659,35,15393,2534,35,28777,9667,231,85708,14147,273,183477,134232,2660,1213527
50-54,2021-02-07,3962,49,37737,1687,28,15393,2555,21,28777,9814,147,85708,14287,140,183477,135793,1561,1213527
50-54,2021-02-08,4053,91,37737,1708,21,15393,2583,28,28777,9968,154,85708,14455,168,183477,137291,1498,1213527
50-54,2021-02-09,4158,105,37737,1736,28,15393,2611,28,28777,10136,168,85708,14658,203,183477,139237,1946,1213527
50-54,2021-02-10,4256,98,37737,1778,42,15393,2653,42,28777,10381,245,85708,14889,231,183477,141449,2212,1213527
50-54,2021-02-11,4375,119,37737,1841,63,15393,2709,56,28777,10682,301,85708,15127,238,183477,144480,3031,1213527
50-54,2021-02-12,4557,182,37737,1897,56,15393,2793,84,28777,11053,371,85708,15456,329,183477,148498,4018,1213527
50-54,2021-02-13,4655,98,37737,1939,42,15393,2856,63,28777,11438,385,85708,15764,308,183477,152572,4074,1213527
50-54,2021-02-14,4718,63,37737,1974,35,15393,2905,49,28777,11704,266,85708,15981,217,183477,155085,2513,1213527
50-54,2021-02-15,4809,91,37737,2002,28,15393,2947,42,28777,12026,322,85708,16205,224,183477,157745,2660,1213527
50-54,2021-02-16,4977,168,37737,2093,91,15393,3038,91,28777,12621,595,85708,16688,483,183477,164164,6419,1213527
50-54,2021-02-17,5194,217,37737,2177,84,15393,3185,147,28777,13426,805,85708,17458,770,183477,176001,11837,1213527
50-54,2021-02-18,5418,224,37737,2296,119,15393,3318,133,28777,14217,791,85708,18235,777,183477,187362,11361,1213527
50-54,2021-02-19,5586,168,37737,2373,77,15393,3437,119,28777,14938,721,85708,18865,630,183477,196518,9156,1213527
50-54,2021-02-20,5719,133,37737,2464,91,15393,3556,119,28777,15540,602,85708,19607,742,183477,206248,9730,1213527
50-54,2021-02-21,5803,84,37737,2492,28,15393,3619,63,28777,15904,364,85708,19866,259,183477,209832,3584,1213527
50-54,2021-02-22,5936,133,37737,2548,56,15393,3689,70,28777,16373,469,85708,20195,329,183477,214179,4347,1213527
50-54,2021-02-23,6118,182,37737,2611,63,15393,3836,147,28777,17031,658,85708,20979,784,183477,225029,10850,1213527
50-54,2021-02-24,6349,231,37737,2709,98,15393,3997,161,28777,17948,917,85708,22001,1022,183477,239113,14084,1213527
50-54,2021-02-25,6622,273,37737,2835,126,15393,4221,224,28777,19110,1162,85708,22995,994,183477,254079,14966,1213527
50-54,2021-02-26,6916,294,37737,2989,154,15393,4424,203,28777,20111,1001,85708,24157,1162,183477,269395,15316,1213527
50-54,2021-02-27,7140,224,37737,3101,112,15393,4606,182,28777,20937,826,85708,25088,931,183477,281407,12012,1213527
50-54,2021-02-28,7266,126,37737,3171,70,15393,4669,63,28777,21392,455,85708,25480,392,183477,285775,4368,1213527
50-54,2021-03-01,7329,63,37737,3213,42,15393,4732,63,28777,21630,238,85708,25816,336,183477,289261,3486,1213527
50-54,2021-03-02,7448,119,37737,3276,63,15393,4872,140,28777,21973,343,85708,26180,364,183477,293594,4333,1213527
50-54,2021-03-03,7623,175,37737,3360,84,15393,5005,133,28777,22589,616,85708,26775,595,183477,301273,7679,1213527
50-54,2021-03-04,7847,224,37737,3486,126,15393,5138,133,28777,23464,875,85708,27664,889,183477,312501,11228,1213527
50-54,2021-03-05,8106,259,37737,3612,126,15393,5320,182,28777,24395,931,85708,28637,973,183477,324443,11942,1213527
50-54,2021-03-06,8414,308,37737,3766,154,15393,5579,259,28777,25305,910,85708,29778,1141,183477,337904,13461,1213527
50-54,2021-03-07,8498,84,37737,3801,35,15393,5628,49,28777,25655,350,85708,30023,245,183477,341327,3423,1213527
50-54,2021-03-08,8596,98,37737,3843,42,15393,5684,56,28777,25963,308,85708,30303,280,183477,344652,3325,1213527
50-54,2021-03-09,8736,140,37737,3892,49,15393,5768,84,28777,26439,476,85708,30639,336,183477,349041,4389,1213527
50-54,2021-03-10,8897,161,37737,3955,63,15393,5880,112,28777,26901,462,85708,31171,532,183477,354641,5600,1213527
50-54,2021-03-11,9072,175,37737,4046,91,15393,6020,140,28777,27384,483,85708,31731,560,183477,360633,5992,1213527
50-54,2021-03-12,9443,371,37737,4207,161,15393,6307,287,28777,28455,1071,85708,33327,1596,183477,374661,14028,1213527
50-54,2021-03-13,9912,469,37737,4466,259,15393,6699,392,28777,30009,1554,85708,36883,3556,183477,406504,31843,1213527
50-54,2021-03-14,10150,238,37737,4585,119,15393,6923,224,28777,30779,770,85708,38129,1246,183477,418110,11606,1213527
50-54,2021-03-15,10416,266,37737,4711,126,15393,7175,252,28777,31892,1113,85708,39683,1554,183477,433139,15029,1213527
50-54,2021-03-16,10766,350,37737,4914,203,15393,7504,329,28777,33138,1246,85708,42798,3115,183477,459298,26159,1213527
50-54,2021-03-17,11333,567,37737,5229,315,15393,8106,602,28777,35336,2198,85708,47936,5138,183477,497378,38080,1213527
50-54,2021-03-18,12145,812,37737,5712,483,15393,9009,903,28777,37751,2415,85708,56714,8778,183477,559146,61768,1213527
50-54,2021-03-19,13062,917,37737,6272,560,15393,10080,1071,28777,40551,2800,85708,65625,8911,183477,623938,64792,1213527
50-54,2021-03-20,14420,1358,37737,7147,875,15393,11536,1456,28777,44184,3633,85708,81452,15827,183477,730450,106512,1213527
50-54,2021-03-21,14966,546,37737,7441,294,15393,12166,630,28777,45675,1491,85708,87367,5915,183477,768957,38507,1213527
50-54,2021-03-22,15617,651,37737,7784,343,15393,12831,665,28777,47313,1638,85708,92764,5397,183477,802571,33614,1213527
50-54,2021-03-23,16198,581,37737,8092,308,15393,13531,700,28777,49091,1778,85708,98217,5453,183477,836143,33572,1213527
50-54,2021-03-24,16800,602,37737,8393,301,15393,14154,623,28777,50932,1841,85708,103369,5152,183477,866607,30464,1213527
50-54,2021-03-25,17472,672,37737,8708,315,15393,14819,665,28777,52787,1855,85708,108479,5110,183477,896973,30366,1213527
50-54,2021-03-26,18214,742,37737,9037,329,15393,15386,567,28777,54705,1918,85708,113904,5425,183477,929075,32102,1213527
50-54,2021-03-27,19201,987,37737,9422,385,15393,16142,756,28777,57134,2429,85708,121044,7140,183477,969857,40782,1213527
50-54,2021-03-28,19621,420,37737,9583,161,15393,16527,385,28777,58198,1064,85708,124796,3752,183477,989065,19208,1213527
50-54,2021-03-29,19978,357,37737,9744,161,15393,16961,434,28777,59185,987,85708,127603,2807,183477,1003429,14364,1213527
50-54,2021-03-30,20328,350,37737,9877,133,15393,17283,322,28777,59983,798,85708,130011,2408,183477,1016085,12656,1213527
50-54,2021-03-31,20734,406,37737,10038,161,15393,17605,322,28777,60886,903,85708,132454,2443,183477,1028811,12726,1213527
50-54,2021-04-01,20979,245,37737,10094,56,15393,17752,147,28777,61390,504,85708,133455,1001,183477,1034376,5565,1213527
50-54,2021-04-02,21098,119,37737,10143,49,15393,17829,77,28777,61649,259,85708,134155,700,183477,1037666,3290,1213527
50-54,2021-04-03,21245,147,37737,10185,42,15393,17920,91,28777,61957,308,85708,134834,679,183477,1041530,3864,1213527
50-54,2021-04-04,21308,63,37737,10206,21,15393,17962,42,28777,62125,168,85708,135142,308,183477,1043063,1533,1213527
50-54,2021-04-05,21336,28,37737,10213,7,15393,17997,35,28777,62209,84,85708,135261,119,183477,1043707,644,1213527
50-54,2021-04-06,21406,70,37737,10241,28,15393,18067,70,28777,62419,210,85708,135485,224,183477,1045086,1379,1213527
50-54,2021-04-07,21504,98,37737,10283,42,15393,18130,63,28777,62748,329,85708,135807,322,183477,1047004,1918,1213527
50-54,2021-04-08,21609,105,37737,10311,28,15393,18186,56,28777,63000,252,85708,136115,308,183477,1048852,1848,1213527
50-54,2021-04-09,21735,126,37737,10360,49,15393,18256,70,28777,63350,350,85708,136528,413,183477,1051505,2653,1213527
50-54,2021-04-10,21854,119,37737,10402,42,15393,18333,77,28777,63637,287,85708,137004,476,183477,1054438,2933,1213527
50-54,2021-04-11,21889,35,37737,10423,21,15393,18382,49,28777,63791,154,85708,137249,245,183477,1055579,1141,1213527
50-54,2021-04-12,21952,63,37737,10437,14,15393,18403,21,28777,63896,105,85708,137403,154,183477,1056363,784,1213527
50-54,2021-04-13,21987,35,37737,10451,14,15393,18445,42,28777,63980,84,85708,137564,161,183477,1057182,819,1213527
50-54,2021-04-14,22043,56,37737,10472,21,15393,18480,35,28777,64064,84,85708,137718,154,183477,1057980,798,1213527
50-54,2021-04-15,22092,49,37737,10493,21,15393,18515,35,28777,64197,133,85708,137865,147,183477,1058813,833,1213527
50-54,2021-04-16,22134,42,37737,10507,14,15393,18536,21,28777,64281,84,85708,138026,161,183477,1059695,882,1213527
50-54,2021-04-17,22204,70,37737,10521,14,15393,18578,42,28777,64393,112,85708,138187,161,183477,1060640,945,1213527
50-54,2021-04-18,22225,21,37737,10528,7,15393,18599,21,28777,64477,84,85708,138278,91,183477,1061095,455,1213527
50-54,2021-04-19,22246,21,37737,10528,0,15393,18620,21,28777,64526,49,85708,138348,70,183477,1061543,448,1213527
50-54,2021-04-20,22267,21,37737,10542,14,15393,18641,21,28777,64589,63,85708,138432,84,183477,1062033,490,1213527
50-54,2021-04-21,22309,42,37737,10556,14,15393,18676,35,28777,64659,70,85708,138523,91,183477,1062614,581,1213527
50-54,2021-04-22,22351,42,37737,10570,14,15393,18697,21,28777,64743,84,85708,138635,112,183477,1063223,609,1213527
50-54,2021-04-23,22386,35,37737,10591,21,15393,18725,28,28777,64813,70,85708,138761,126,183477,1063951,728,1213527
50-54,2021-04-24,22428,42,37737,10598,7,15393,18767,42,28777,64925,112,85708,138908,147,183477,1064728,777,1213527
50-54,2021-04-25,22449,21,37737,10605,7,15393,18781,14,28777,64988,63,85708,138999,91,183477,1065092,364,1213527
50-54,2021-04-26,22470,21,37737,10612,7,15393,18809,28,28777,65051,63,85708,139076,77,183477,1065449,357,1213527
50-54,2021-04-27,22505,35,37737,10626,14,15393,18830,21,28777,65114,63,85708,139167,91,183477,1065939,490,1213527
50-54,2021-04-28,22533,28,37737,10647,21,15393,18851,21,28777,65184,70,85708,139237,70,183477,1066408,469,1213527
50-54,2021-04-29,22575,42,37737,10661,14,15393,18879,28,28777,65247,63,85708,139328,91,183477,1066905,497,1213527
50-54,2021-04-30,22617,42,37737,10675,14,15393,18907,28,28777,65345,98,85708,139447,119,183477,1067444,539,1213527
50-54,2021-05-01,22652,35,37737,10689,14,15393,18928,21,28777,65422,77,85708,139538,91,183477,1067899,455,1213527
50-54,2021-05-02,22673,21,37737,10703,14,15393,18942,14,28777,65471,49,85708,139594,56,183477,1068151,252,1213527
50-54,2021-05-03,22687,14,37737,10703,0,15393,18956,14,28777,65513,42,85708,139622,28,183477,1068298,147,1213527
50-54,2021-05-04,22708,21,37737,10710,7,15393,18970,14,28777,65562,49,85708,139671,49,183477,1068592,294,1213527
50-54,2021-05-05,22736,28,37737,10717,7,15393,18991,21,28777,65639,77,85708,139741,70,183477,1068963,371,1213527
50-54,2021-05-06,22785,49,37737,10724,7,15393,19026,35,28777,65723,84,85708,139811,70,183477,1069397,434,1213527
50-54,2021-05-07,22827,42,37737,10738,14,15393,19061,35,28777,65793,70,85708,139902,91,183477,1069887,490,1213527
50-54,2021-05-08,22862,35,37737,10745,7,15393,19089,28,28777,65863,70,85708,140014,112,183477,1070482,595,1213527
50-54,2021-05-09,22883,21,37737,10752,7,15393,19117,28,28777,65912,49,85708,140098,84,183477,1070741,259,1213527
50-54,2021-05-10,22911,28,37737,10759,7,15393,19145,28,28777,65968,56,85708,140154,56,183477,1071056,315,1213527
50-54,2021-05-11,22939,28,37737,10766,7,15393,19187,42,28777,66066,98,85708,140224,70,183477,1071469,413,1213527
50-54,2021-05-12,22974,35,37737,10787,21,15393,19222,35,28777,66150,84,85708,140322,98,183477,1072064,595,1213527
50-54,2021-05-13,23023,49,37737,10794,7,15393,19264,42,28777,66269,119,85708,140434,112,183477,1072701,637,1213527
50-54,2021-05-14,23086,63,37737,10808,14,15393,19313,49,28777,66423,154,85708,140532,98,183477,1073331,630,1213527
50-54,2021-05-15,23149,63,37737,10822,14,15393,19355,42,28777,66577,154,85708,140658,126,183477,1074045,714,1213527
50-54,2021-05-16,23191,42,37737,10836,14,15393,19390,35,28777,66661,84,85708,140735,77,183477,1074395,350,1213527
50-54,2021-05-17,23219,28,37737,10843,7,15393,19418,28,28777,66752,91,85708,140777,42,183477,1074682,287,1213527
50-54,2021-05-18,23240,21,37737,10857,14,15393,19453,35,28777,66899,147,85708,140847,70,183477,1075130,448,1213527
50-54,2021-05-19,23296,56,37737,10878,21,15393,19502,49,28777,67109,210,85708,140966,119,183477,1075732,602,1213527
50-54,2021-05-20,23359,63,37737,10899,21,15393,19537,35,28777,67305,196,85708,141064,98,183477,1076334,602,1213527
50-54,2021-05-21,23408,49,37737,10906,7,15393,19579,42,28777,67445,140,85708,141162,98,183477,1076866,532,1213527
50-54,2021-05-22,23464,56,37737,10927,21,15393,19607,28,28777,67585,140,85708,141281,119,183477,1077503,637,1213527
50-54,2021-05-23,23485,21,37737,10941,14,15393,19635,28,28777,67676,91,85708,141337,56,183477,1077811,308,1213527
50-54,2021-05-24,23520,35,37737,10948,7,15393,19663,28,28777,67760,84,85708,141393,56,183477,1078126,315,1213527
50-54,2021-05-25,23562,42,37737,10962,14,15393,19698,35,28777,67858,98,85708,141470,77,183477,1078518,392,1213527
50-54,2021-05-26,23611,49,37737,10990,28,15393,19747,49,28777,67984,126,85708,141561,91,183477,1078980,462,1213527
50-54,2021-05-27,23674,63,37737,11004,14,15393,19782,35,28777,68131,147,85708,141645,84,183477,1079449,469,1213527
50-54,2021-05-28,23730,56,37737,11025,21,15393,19817,35,28777,68243,112,85708,141729,84,183477,1079890,441,1213527
50-54,2021-05-29,23779,49,37737,11046,21,15393,19852,35,28777,68362,119,85708,141827,98,183477,1080324,434,1213527
50-54,2021-05-30,23800,21,37737,11060,14,15393,19880,28,28777,68453,91,85708,141876,49,183477,1080527,203,1213527
50-54,2021-05-31,23821,21,37737,11060,0,15393,19908,28,28777,68516,63,85708,141897,21,183477,1080688,161,1213527
50-54,2021-06-01,23849,28,37737,11067,7,15393,19929,21,28777,68586,70,85708,141946,49,183477,1080912,224,1213527
50-54,2021-06-02,23877,28,37737,11081,14,15393,19957,28,28777,68677,91,85708,142023,77,183477,1081206,294,1213527
50-54,2021-06-03,23905,28,37737,11095,14,15393,19985,28,28777,68768,91,85708,142086,63,183477,1081584,378,1213527
50-54,2021-06-04,23954,49,37737,11109,14,15393,20013,28,28777,68852,84,85708,142149,63,183477,1081927,343,1213527
50-54,2021-06-05,23996,42,37737,11116,7,15393,20034,21,28777,68985,133,85708,142240,91,183477,1082403,476,1213527
50-54,2021-06-06,24024,28,37737,11123,7,15393,20048,14,28777,69048,63,85708,142282,42,183477,1082648,245,1213527
50-54,2021-06-07,24052,28,37737,11130,7,15393,20076,28,28777,69111,63,85708,142324,42,183477,1082886,238,1213527
50-54,2021-06-08,24073,21,37737,11137,7,15393,20097,21,28777,69181,70,85708,142373,49,183477,1083138,252,1213527
50-54,2021-06-09,24108,35,37737,11144,7,15393,20132,35,28777,69265,84,85708,142436,63,183477,1083474,336,1213527
50-54,2021-06-10,24150,42,37737,11158,14,15393,20153,21,28777,69349,84,85708,142506,70,183477,1083775,301,1213527
50-54,2021-06-11,24185,35,37737,11165,7,15393,20181,28,28777,69440,91,85708,142576,70,183477,1084111,336,1213527
50-54,2021-06-12,24220,35,37737,11186,21,15393,20202,21,28777,69517,77,85708,142660,84,183477,1084489,378,1213527
50-54,2021-06-13,24241,21,37737,11193,7,15393,20216,14,28777,69566,49,85708,142695,35,183477,1084706,217,1213527
50-54,2021-06-14,24262,21,37737,11193,0,15393,20244,28,28777,69594,28,85708,142730,35,183477,1084923,217,1213527
50-54,2021-06-15,24283,21,37737,11200,7,15393,20258,14,28777,69664,70,85708,142779,49,183477,1085210,287,1213527
50-54,2021-06-16,24311,28,37737,11214,14,15393,20272,14,28777,69734,70,85708,142828,49,183477,1085462,252,1213527
50-54,2021-06-17,24346,35,37737,11214,0,15393,20293,21,28777,69825,91,85708,142877,49,183477,1085756,294,1213527
50-54,2021-06-18,24388,42,37737,11221,7,15393,20314,21,28777,69881,56,85708,142926,49,183477,1085987,231,1213527
50-54,2021-06-19,24437,49,37737,11242,21,15393,20335,21,28777,69986,105,85708,142989,63,183477,1086379,392,1213527
50-54,2021-06-20,24451,14,37737,11242,0,15393,20342,7,28777,70028,42,85708,143024,35,183477,1086533,154,1213527
50-54,2021-06-21,24472,21,37737,11249,7,15393,20356,14,28777,70063,35,85708,143052,28,183477,1086673,140,1213527
50-54,2021-06-22,24500,28,37737,11256,7,15393,20377,21,28777,70112,49,85708,143101,49,183477,1086876,203,1213527
50-54,2021-06-23,24528,28,37737,11263,7,15393,20391,14,28777,70168,56,85708,143136,35,183477,1087086,210,1213527
50-54,2021-06-24,24528,0,37737,11263,0,15393,20391,0,28777,70168,0,85708,143136,0,183477,1087086,0,1213527
55-59,2020-12-01,0,0,31038,0,0,12306,0,0,22344,0,0,60228,0,0,165452,0,0,1221535
55-59,2020-12-06,0,0,31038,0,0,12306,0,0,22344,0,0,60228,0,0,165452,0,0,1221535
55-59,2020-12-08,0,0,31038,0,0,12306,0,0,22344,14,14,60228,28,28,165452,210,210,1221535
55-59,2020-12-09,7,7,31038,14,14,12306,7,7,22344,28,14,60228,56,28,165452,595,385,1221535
55-59,2020-12-10,14,7,31038,14,0,12306,7,0,22344,56,28,60228,98,42,165452,910,315,1221535
55-59,2020-12-11,14,0,31038,14,0,12306,14,7,22344,77,21,60228,126,28,165452,1239,329,1221535
55-59,2020-12-12,21,7,31038,21,7,12306,21,7,22344,98,21,60228,175,49,165452,1575,336,1221535
55-59,2020-12-13,28,7,31038,21,0,12306,28,7,22344,119,21,60228,196,21,165452,1813,238,1221535
55-59,2020-12-14,35,7,31038,21,0,12306,35,7,22344,154,35,60228,231,35,165452,2170,357,1221535
55-59,2020-12-15,49,14,31038,28,7,12306,42,7,22344,203,49,60228,301,70,165452,2744,574,1221535
55-59,2020-12-16,63,14,31038,42,14,12306,56,14,22344,252,49,60228,378,77,165452,3542,798,1221535
55-59,2020-12-17,84,21,31038,49,7,12306,77,21,22344,322,70,60228,476,98,165452,4473,931,1221535
55-59,2020-12-18,91,7,31038,56,7,12306,84,7,22344,399,77,60228,560,84,165452,5341,868,1221535
55-59,2020-12-19,98,7,31038,63,7,12306,91,7,22344,469,70,60228,637,77,165452,6083,742,1221535
55-59,2020-12-20,119,21,31038,77,14,12306,119,28,22344,567,98,60228,749,112,165452,7098,1015,1221535
55-59,2020-12-21,140,21,31038,84,7,12306,140,21,22344,644,77,60228,875,126,165452,8512,1414,1221535
55-59,2020-12-22,154,14,31038,98,14,12306,154,14,22344,735,91,60228,994,119,165452,9639,1127,1221535
55-59,2020-12-23,189,35,31038,119,21,12306,175,21,22344,840,105,60228,1162,168,165452,11053,1414,1221535
55-59,2020-12-24,196,7,31038,126,7,12306,196,21,22344,889,49,60228,1253,91,165452,11697,644,1221535
55-59,2020-12-25,196,0,31038,126,0,12306,196,0,22344,889,0,60228,1253,0,165452,11697,0,1221535
55-59,2020-12-26,203,7,31038,126,0,12306,196,0,22344,889,0,60228,1253,0,165452,11725,28,1221535
55-59,2020-12-27,203,0,31038,133,7,12306,203,7,22344,903,14,60228,1274,21,165452,11949,224,1221535
55-59,2020-12-28,210,7,31038,133,0,12306,203,0,22344,924,21,60228,1302,28,165452,12236,287,1221535
55-59,2020-12-29,224,14,31038,140,7,12306,217,14,22344,980,56,60228,1386,84,165452,13139,903,1221535
55-59,2020-12-30,266,42,31038,161,21,12306,259,42,22344,1134,154,60228,1624,238,165452,15316,2177,1221535
55-59,2020-12-31,308,42,31038,182,21,12306,301,42,22344,1288,154,60228,1841,217,165452,17493,2177,1221535
55-59,2021-01-01,322,14,31038,182,0,12306,308,7,22344,1309,21,60228,1890,49,165452,18011,518,1221535
55-59,2021-01-02,336,14,31038,189,7,12306,322,14,22344,1344,35,60228,1939,49,165452,18641,630,1221535
55-59,2021-01-03,343,7,31038,196,7,12306,322,0,22344,1379,35,60228,1988,49,165452,19117,476,1221535
55-59,2021-01-04,371,28,31038,203,7,12306,343,21,22344,1435,56,60228,2072,84,165452,20041,924,1221535
55-59,2021-01-05,406,35,31038,217,14,12306,364,21,22344,1547,112,60228,2254,182,165452,21952,1911,1221535
